review,sentiment,insights,insights_conv,key_points,suggestions
 Concierge was awesome Room wAs nice after an upgrade fee was paid ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Concierge was awesome"",""Room was nice after an upgrade fee was paid""]}","{'sentiment': 'positive', 'key_points': ['Concierge was awesome', 'Room was nice after an upgrade fee was paid']}","['Concierge was awesome', 'Room was nice after an upgrade fee was paid']",No suggestion
 Sky lounge amazing drinks amazing views ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""amazing drinks"",""amazing views""]}","{'sentiment': 'positive', 'key_points': ['amazing drinks', 'amazing views']}","['amazing drinks', 'amazing views']",No suggestion
 Shower a tad small to get away from the water when washing your hair but really I m being very petty here ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Shower size is a bit small"",""Difficult to get away from water while washing hair"",""Acknowledgment of being petty""],""suggestions"":""Increase shower size for better convenience.""}","{'sentiment': 'neutral', 'key_points': ['Shower size is a bit small', 'Difficult to get away from water while washing hair', 'Acknowledgment of being petty'], 'suggestions': 'Increase shower size for better convenience.'}","['Shower size is a bit small', 'Difficult to get away from water while washing hair', 'Acknowledgment of being petty']",Increase shower size for better convenience.
 It was very comfortable and lots of room Very clean All around pleasure to be in the room and the bathroom was awesome ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""very comfortable"",""lots of room"",""very clean"",""pleasurable experience"",""awesome bathroom""]}","{'sentiment': 'positive', 'key_points': ['very comfortable', 'lots of room', 'very clean', 'pleasurable experience', 'awesome bathroom']}","['very comfortable', 'lots of room', 'very clean', 'pleasurable experience', 'awesome bathroom']",No suggestion
 The staff was terrific friendly and attentive And I liked the location out of the way abit but quiet Plus we got upgraded ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""terrific staff"",""friendly and attentive"",""quiet location"",""got upgraded""]}","{'sentiment': 'positive', 'key_points': ['terrific staff', 'friendly and attentive', 'quiet location', 'got upgraded']}","['terrific staff', 'friendly and attentive', 'quiet location', 'got upgraded']",No suggestion
 The location was good and the hotel was very smart and clean ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""good location"",""smart hotel"",""clean hotel""]}","{'sentiment': 'positive', 'key_points': ['good location', 'smart hotel', 'clean hotel']}","['good location', 'smart hotel', 'clean hotel']",No suggestion
 Rooms were miles bigger than I initially thought they would be Under a 10 minute walk to Lancaster Gate tube station and only one stop to Marble Arch to winter wonderland It made getting about very easy The tube station is opposite kensingtons gardens which is a lovely place to visit for a nice walk The bed in the room was massive and they put on a glorious display for a birthday treat anniversary,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Rooms were bigger than expected"",""Under a 10-minute walk to Lancaster Gate tube station"",""Only one stop to Marble Arch and Winter Wonderland"",""Easy access to transport"",""Close to Kensington Gardens for walks"",""Massive bed in the room"",""Special display for birthday treat and anniversary""]}","{'sentiment': 'positive', 'key_points': ['Rooms were bigger than expected', 'Under a 10-minute walk to Lancaster Gate tube station', 'Only one stop to Marble Arch and Winter Wonderland', 'Easy access to transport', 'Close to Kensington Gardens for walks', 'Massive bed in the room', 'Special display for birthday treat and anniversary']}","['Rooms were bigger than expected', 'Under a 10-minute walk to Lancaster Gate tube station', 'Only one stop to Marble Arch and Winter Wonderland', 'Easy access to transport', 'Close to Kensington Gardens for walks', 'Massive bed in the room', 'Special display for birthday treat and anniversary']",No suggestion
 Paid wifi,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Paid service"",""Internet access"",""Additional cost"",""Limited coverage"",""Service availability""]}","{'sentiment': 'neutral', 'key_points': ['Paid service', 'Internet access', 'Additional cost', 'Limited coverage', 'Service availability']}","['Paid service', 'Internet access', 'Additional cost', 'Limited coverage', 'Service availability']",No suggestion
 The hotel was very central and you could feel the history in the place The gin bar was cool ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""central location"",""historical ambiance"",""cool gin bar""]}","{'sentiment': 'positive', 'key_points': ['central location', 'historical ambiance', 'cool gin bar']}","['central location', 'historical ambiance', 'cool gin bar']",No suggestion
 the gym could be better looked after especially the lower level of the gym ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""the gym could be better looked after"",""especially the lower level of the gym""]}","{'sentiment': 'neutral', 'key_points': ['the gym could be better looked after', 'especially the lower level of the gym']}","['the gym could be better looked after', 'especially the lower level of the gym']",No suggestion
 Small room,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Small size of the room"",""Cozy ambiance"",""Limited storage space"",""Good for one or two people""],""suggestions"":""Consider adding more storage solutions and possibly a foldable desk.""}","{'sentiment': 'neutral', 'key_points': ['Small size of the room', 'Cozy ambiance', 'Limited storage space', 'Good for one or two people'], 'suggestions': 'Consider adding more storage solutions and possibly a foldable desk.'}","['Small size of the room', 'Cozy ambiance', 'Limited storage space', 'Good for one or two people']",Consider adding more storage solutions and possibly a foldable desk.
 Nice and quite area ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Nice area"",""Quite area""]}","{'sentiment': 'positive', 'key_points': ['Nice area', 'Quite area']}","['Nice area', 'Quite area']",No suggestion
 Everything perfect Hotel is far from city center but metro station is close so that is not downside at all because you can reach every part of city in few minutes Value for money is outstanding ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Everything perfect"",""Hotel is far from city center but metro station is close"",""Not a downside since you can reach every part of the city in a few minutes"",""Value for money is outstanding""]}","{'sentiment': 'positive', 'key_points': ['Everything perfect', 'Hotel is far from city center but metro station is close', 'Not a downside since you can reach every part of the city in a few minutes', 'Value for money is outstanding']}","['Everything perfect', 'Hotel is far from city center but metro station is close', 'Not a downside since you can reach every part of the city in a few minutes', 'Value for money is outstanding']",No suggestion
 The bed was very hard and we thought we was getting a river view when we complained a staff member left us waiting for half an hour and we gave up waiting,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""The bed was very hard"",""Expected a river view"",""Staff response time was poor""]}","{'sentiment': 'negative', 'key_points': ['The bed was very hard', 'Expected a river view', 'Staff response time was poor']}","['The bed was very hard', 'Expected a river view', 'Staff response time was poor']",No suggestion
 Staff were amazing second time we have been back in 1 month both times for an occasion and staff went above and beyond to make our weekend amazing ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were amazing"",""second visit in a month"",""staff went above and beyond"",""made our weekend amazing""]}","{'sentiment': 'positive', 'key_points': ['staff were amazing', 'second visit in a month', 'staff went above and beyond', 'made our weekend amazing']}","['staff were amazing', 'second visit in a month', 'staff went above and beyond', 'made our weekend amazing']",No suggestion
 Location housing service ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location with easy access to public transportation"",""Affordable housing options"",""Friendly and helpful staff""],""suggestions"":""Consider providing more information about nearby amenities.""}","{'sentiment': 'positive', 'key_points': ['Great location with easy access to public transportation', 'Affordable housing options', 'Friendly and helpful staff'], 'suggestions': 'Consider providing more information about nearby amenities.'}","['Great location with easy access to public transportation', 'Affordable housing options', 'Friendly and helpful staff']",Consider providing more information about nearby amenities.
 Friendly professional staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Friendly staff"",""Professional staff""]}","{'sentiment': 'positive', 'key_points': ['Friendly staff', 'Professional staff']}","['Friendly staff', 'Professional staff']",No suggestion
