review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 Superb location Helpful staff Room cleaners were very efficient and friendly Tasty breakfast buffet ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Superb location"",""Helpful staff"",""Room cleaners were very efficient and friendly"",""Tasty breakfast buffet""]}","{'sentiment': 'positive', 'key_points': ['Superb location', 'Helpful staff', 'Room cleaners were very efficient and friendly', 'Tasty breakfast buffet']}","['Superb location', 'Helpful staff', 'Room cleaners were very efficient and friendly', 'Tasty breakfast buffet']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Mattress pad was stained and visible through the sheets Window curtains were stained and gritty with dust ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Mattress pad was stained"",""Visible stains through the sheets"",""Window curtains were stained"",""Curtains gritty with dust""],""suggestions"":""Improve cleaning and quality control for bedding and curtains.""}","{'sentiment': 'negative', 'key_points': ['Mattress pad was stained', 'Visible stains through the sheets', 'Window curtains were stained', 'Curtains gritty with dust'], 'suggestions': 'Improve cleaning and quality control for bedding and curtains.'}","['Mattress pad was stained', 'Visible stains through the sheets', 'Window curtains were stained', 'Curtains gritty with dust']",Improve cleaning and quality control for bedding and curtains.,Improve cleaning quality control bedding curtains.,2,0.0959231811813403,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Tiny bathroom no tea coffee making facilities holes in net curtains,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Tiny bathroom"",""No tea/coffee making facilities"",""Holes in net curtains""],""suggestions"":""Improve bathroom size and provide tea/coffee making facilities. Replace or repair net curtains.""}","{'sentiment': 'negative', 'key_points': ['Tiny bathroom', 'No tea/coffee making facilities', 'Holes in net curtains'], 'suggestions': 'Improve bathroom size and provide tea/coffee making facilities. Replace or repair net curtains.'}","['Tiny bathroom', 'No tea/coffee making facilities', 'Holes in net curtains']",Improve bathroom size and provide tea/coffee making facilities. Replace or repair net curtains.,Improve bathroom size provide tea/coffee making facilities. Replace repair net curtains.,2,0.0631830896854956,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 Nothing bad,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Nothing bad""]}","{'sentiment': 'positive', 'key_points': ['Nothing bad']}",['Nothing bad'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location""]}","{'sentiment': 'positive', 'key_points': ['Good location']}",['Good location'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location""]}","{'sentiment': 'positive', 'key_points': ['Good location']}",['Good location'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location""]}","{'sentiment': 'positive', 'key_points': ['Good location']}",['Good location'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location""]}","{'sentiment': 'positive', 'key_points': ['Good location']}",['Good location'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location""]}","{'sentiment': 'positive', 'key_points': ['Good location']}",['Good location'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Ghost abandoned buildings on both sides of the hotel decor has more in common with Salvador Dali than Leonardo Da Vinci looks like staff is constantly in training It took 20 min to check in I almost had to write an essay with info for two generation back in order not to pay city tourist tax for my children who are exempt from paying tax They had a passports with birthday dates in them and were asking me if they were under 18 years old Maybe it is bureaucratic requirement but filling whole page info sheet not to pay 5 is an overkill it should be automatic since they require a passport to register all guests ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Ghost abandoned buildings on both sides of the hotel"",""Hotel decor reminiscent of Salvador Dali"",""Staff appears to be in constant training"",""20-minute check-in process"",""Complex information requirements to avoid city tourist tax"",""Difficulty in providing proof of children's age despite having passports"",""Perceived bureaucratic overkill in documentation requirements""]}","{'sentiment': 'negative', 'key_points': ['Ghost abandoned buildings on both sides of the hotel', 'Hotel decor reminiscent of Salvador Dali', 'Staff appears to be in constant training', '20-minute check-in process', 'Complex information requirements to avoid city tourist tax', ""Difficulty in providing proof of children's age despite having passports"", 'Perceived bureaucratic overkill in documentation requirements']}","['Ghost abandoned buildings on both sides of the hotel', 'Hotel decor reminiscent of Salvador Dali', 'Staff appears to be in constant training', '20-minute check-in process', 'Complex information requirements to avoid city tourist tax', ""Difficulty in providing proof of children's age despite having passports"", 'Perceived bureaucratic overkill in documentation requirements']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The bed was amazingly comfortable,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""comfortable bed""]}","{'sentiment': 'positive', 'key_points': ['comfortable bed']}",['comfortable bed'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Latest price Room 722 Smell of pillow,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Room 722"",""Smell of pillow""],""suggestions"":""Check the pillow for cleanliness and consider providing pillow protectors.""}","{'sentiment': 'neutral', 'key_points': ['Room 722', 'Smell of pillow'], 'suggestions': 'Check the pillow for cleanliness and consider providing pillow protectors.'}","['Room 722', 'Smell of pillow']",Check the pillow for cleanliness and consider providing pillow protectors.,Check pillow cleanliness consider providing pillow protectors.,-1,0.09460495472525918,-1
 Bed room was nice,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Bed room was nice""]}","{'sentiment': 'positive', 'key_points': ['Bed room was nice']}",['Bed room was nice'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Terrible check in arrived at 3 00 finally got room key at 5 15 Make up stain on towel in bathroom and view over the bins ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Terrible check-in experience"",""Delayed room key delivery (2 hours 15 minutes)"",""Makeup stain on towel"",""Unpleasant view over bins""]}","{'sentiment': 'negative', 'key_points': ['Terrible check-in experience', 'Delayed room key delivery (2 hours 15 minutes)', 'Makeup stain on towel', 'Unpleasant view over bins']}","['Terrible check-in experience', 'Delayed room key delivery (2 hours 15 minutes)', 'Makeup stain on towel', 'Unpleasant view over bins']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Well located for Merchant Square,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Well located for Merchant Square""]}","{'sentiment': 'positive', 'key_points': ['Well located for Merchant Square']}",['Well located for Merchant Square'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Great location Staff were helpful the room was clean and the bed comfortable Breakfast was good and good wifi connection ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location"",""Helpful staff"",""Clean room"",""Comfortable bed"",""Good breakfast"",""Good wifi connection""]}","{'sentiment': 'positive', 'key_points': ['Great location', 'Helpful staff', 'Clean room', 'Comfortable bed', 'Good breakfast', 'Good wifi connection']}","['Great location', 'Helpful staff', 'Clean room', 'Comfortable bed', 'Good breakfast', 'Good wifi connection']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Great rich breakfast free parking comfortable big bed metro station few minutes away ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""great rich breakfast"",""free parking"",""comfortable big bed"",""metro station few minutes away""]}","{'sentiment': 'positive', 'key_points': ['great rich breakfast', 'free parking', 'comfortable big bed', 'metro station few minutes away']}","['great rich breakfast', 'free parking', 'comfortable big bed', 'metro station few minutes away']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Security was tight Only allowing residents into the hotel It was a match day they kept excellent control Staff were helpful We had forgotten our toothbrushes tgey were able to provide us with some All in all very accommodating comfortable stay ,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""Security was tight"",""Only allowing residents into the hotel"",""Staff were helpful"",""Provided toothbrushes"",""Very accommodating"",""Comfortable stay""]}","{'sentiment': 'positive', 'key_points': ['Security was tight', 'Only allowing residents into the hotel', 'Staff were helpful', 'Provided toothbrushes', 'Very accommodating', 'Comfortable stay']}","['Security was tight', 'Only allowing residents into the hotel', 'Staff were helpful', 'Provided toothbrushes', 'Very accommodating', 'Comfortable stay']",No suggestion,No suggestion,-1,0.13495818573065688,-1
